short_name,long_name,age,dob,height_cm,weight_kg,nationality,club
S. Coates,Sebastián Coates Nión,28,1990-10-07,196,92,Uruguay,Sporting CP
C. Bakambu,Cédric Bakambu,28,1991-04-11,182,74,DR Congo,Beijing Sinobo Guoan FC
T. Meunier,Thomas Meunier,27,1991-09-12,191,90,Belgium,Paris Saint-Germain
K. Bellarabi,Karim Bellarabi,29,1990-04-08,184,81,Germany,Bayer 04 Leverkusen
J. Lingard,Jesse Lingard,26,1992-12-15,175,62,England,Manchester United
Q. Promes,Quincy Anton Promes,27,1992-01-04,174,72,Netherlands,Ajax
J. Vardy,Jamie Vardy,32,1987-01-11,179,74,England,Leicester City
D. Zapata,Duván Zapata,28,1991-04-01,189,88,Colombia,Atalanta
Morales,José Luis Morales Nogales,31,1987-07-23,180,70,Spain,Levante UD
Raphaelito Anjos,Raphael William Anjos Rochedo,31,1988-02-29,190,85,Brazil,Grêmio
Juiano Mestres,Juan Everton Mestres de Mesquita,35,1984-02-29,181,82,Brazil,Cruzeiro
Rosberto Dourado,Rosberto J. Dourado Santos,31,1988-02-29,175,70,Brazil,Atlético Mineiro
E. Schetino,Egidio Maestre Schetino,27,1992-02-29,185,80,Uruguay,Uruguay
J. Sildero,José María Sildero,27,1992-02-29,177,75,Uruguay,Uruguay
L. Martínez,Lautaro Martínez,21,1997-08-22,174,81,Argentina,Inter
H. Aouar,Houssem Aouar,21,1998-06-30,175,70,France,Olympique Lyonnais
T. Ndombele,Tanguy NDombèlé Alvaro,22,1996-12-28,181,76,France,Tottenham Hotspur
Éder Militão,Éder Gabriel Militão,21,1998-01-18,186,78,Brazil,Real Madrid
A. Cragno,Alessio Cragno,25,1994-06-28,184,78,Italy,Cagliari
D. van de Beek,Donny van de Beek,22,1997-04-18,184,74,Netherlands,Ajax
V. Lindelöf,Victor Nilsson Lindelöf,24,1994-07-17,187,80,Sweden,Manchester United
Dani Ceballos,Daniel Ceballos Fernández,22,1996-08-07,179,70,Spain,Arsenal
Pablo Fornals,Pablo Fornals Malla,23,1996-02-22,178,67,Spain,West Ham United
E. Can,Emre Can,25,1994-01-12,184,82,Germany,Juventus
Gayà,José Luís Gayà Peña,24,1995-05-25,172,66,Spain,Valencia CF
David Neres,David Neres Campos,22,1997-03-03,175,66,Brazil,Ajax
P. Zieliński,Piotr Zieliński,25,1994-05-20,180,75,Poland,Napoli
G. Rulli,Gerónimo Rulli,27,1992-05-20,189,84,Argentina,Montpellier HSC
G. Xhaka,Granit Xhaka,26,1992-09-27,185,82,Switzerland,Arsenal
Rafinha,Rafael Alcântara do Nascimento,26,1993-02-12,174,71,Brazil,FC Barcelona
G. Kondogbia,Geoffrey Kondogbia,26,1993-02-15,188,80,Central African Rep.,Valencia CF
M. Sabitzer,Marcel Sabitzer,25,1994-03-17,177,77,Austria,RB Leipzig
L. Shaw,Luke Shaw,23,1995-07-12,181,75,England,Manchester United
J. Martínez,Josef Alexander Martínez,26,1993-05-19,170,69,Venezuela,Atlanta United
A. Doucouré,Abdoulaye Doucouré,26,1993-01-01,184,76,France,Watford
W. Ndidi,Onyinye Wilfred Ndidi,22,1996-12-16,183,74,Nigeria,Leicester City
T. Horn,Timo Horn,26,1993-05-12,192,90,Germany,1. FC Köln
W. Orban,Willi Orban,26,1992-11-03,186,83,Hungary,RB Leipzig
A. Plea,Alassane Plea,26,1993-03-10,181,79,France,Borussia Mönchengladbach
Y. Poulsen,Yussuf Yurary Poulsen,25,1994-06-15,193,78,Denmark,RB Leipzig
R. Fraser,Ryan Fraser,25,1994-02-24,163,70,Scotland,Bournemouth
M. Ginter,Matthias Ginter,25,1994-01-19,191,89,Germany,Borussia Mönchengladbach
R. Guerreiro,Raphaël Guerreiro,25,1993-12-22,170,71,Portugal,Borussia Dortmund
João Mário,João Mário Naval Costa Eduardo,26,1993-01-19,179,73,Portugal,Inter
Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,1992-03-15,177,80,Brazil,Olympique Lyonnais
A. Izzo,Armando Izzo,27,1992-03-02,183,78,Italy,Torino
M. Brozović,Marcelo Brozović,26,1992-11-16,181,68,Croatia,Inter
A. Ljajić,Adem Ljajić,27,1991-09-29,182,74,Serbia,Beşiktaş JK
J. Corona,Jesús Corona,26,1993-01-06,173,62,Mexico,FC Porto
Jordi Masip,Jordi Masip López,30,1989-01-03,180,76,Spain,Real Valladolid CF
T. Vaclík,Tomáš Vaclík,30,1989-03-29,188,85,Czech Republic,Sevilla FC
L. Milivojević,Luka Milivojević,28,1991-04-07,186,80,Serbia,Crystal Palace
Gerard Moreno,Gerard Moreno Balagueró,27,1992-04-07,180,77,Spain,Villarreal CF
W. Weghorst,Wout Weghorst,26,1992-08-07,197,84,Netherlands,VfL Wolfsburg
Quaresma,Ricardo Andrade Quaresma Bernardo,35,1983-09-26,175,67,Portugal,Beşiktaş JK
J. Mathieu,Jérémy Mathieu,35,1983-10-29,189,84,France,Sporting CP
J. Milner,James Philip Milner,33,1986-01-04,175,70,England,Liverpool
L. López,Lisandro López,36,1983-03-02,174,72,Argentina,Racing Club
B. Gomis,Bafétimbi Gomis,33,1985-08-06,184,77,France,Al Hilal
M. Dembélé,Moussa Sidi Yaya Dembélé,31,1987-07-16,185,85,Belgium,Guangzhou R&F FC
Cesc Fàbregas,Francesc Fàbregas i Soler,32,1987-05-04,179,77,Spain,AS Monaco
A. Consigli,Andrea Consigli,32,1987-01-27,189,82,Italy,Sassuolo
L. Koscielny,Laurent Koscielny,33,1985-09-10,186,75,France,FC Girondins de Bordeaux
Jardel,Jardel Nivaldo Vieira,33,1986-03-29,192,86,Brazil,SL Benfica
Renato Augusto,Renato  Soares de Oliveira Augusto,31,1988-02-08,186,86,Brazil,Beijing Sinobo Guoan FC
José Fonte,José Miguel da Rocha Fonte,35,1983-12-22,187,81,Portugal,LOSC Lille
A. Guardado,José Andrés Guardado Hernández,32,1986-09-28,169,67,Mexico,Real Betis
L. Piszczek,Łukasz Piszczek,34,1985-06-03,184,79,Poland,Borussia Dortmund
K. Gameiro,Kévin Gameiro,32,1987-05-09,172,70,France,Valencia CF
D. Payet,Dimitri  Payet,32,1987-03-29,175,77,France,Olympique de Marseille
Beñat,Beñat Etxebarria Urkiaga,32,1987-02-19,177,76,Spain,Athletic Club de Bilbao
Adán,Antonio Adán Garrido,32,1987-05-13,190,92,Spain,Atlético Madrid
B. Höwedes,Benedikt Höwedes,31,1988-02-29,188,77,Germany,Lokomotiv Moscow
F. Muslera,Fernando Muslera,33,1986-06-16,190,74,Uruguay,Galatasaray SK
M. Sissoko,Moussa Sissoko,29,1989-08-16,187,91,France,Tottenham Hotspur
M. Parolo,Marco Parolo,34,1985-01-25,184,75,Italy,Lazio
Fernando,Fernando Francisco Reges,31,1987-07-25,183,76,Brazil,Sevilla FC
N. Gaitán,Osvaldo Nicolás Fabián Gaitán,31,1988-02-23,173,66,Argentina,Chicago Fire
S. Giovinco,Sebastian Giovinco,32,1987-01-26,163,61,Italy,Al Hilal
Luiz Gustavo,Luiz Gustavo Dias,31,1987-07-23,187,78,Brazil,Olympique de Marseille
N. Nkoulou,Nicolas N'Koulou,29,1990-03-27,184,77,Cameroon,Torino
N. Matić,Nemanja Matić,30,1988-08-01,194,85,Serbia,Manchester United
Marcos Alonso,Marcos Alonso Mendoza,28,1990-12-28,188,87,Spain,Chelsea
H. Mkhitaryan,Henrikh Mkhitaryan,30,1989-01-21,177,75,Armenia,Arsenal
André Almeida,André Gomes Magalhaes de Almeida,28,1990-09-10,185,80,Portugal,SL Benfica
A. Florenzi,Alessandro  Florenzi,28,1991-03-11,173,67,Italy,Roma
E. Zahavi,Eran Zahavi,31,1987-07-25,182,71,Israel,Guangzhou R&F FC
F. Vázquez,Franco Vázquez,30,1989-02-22,186,82,Argentina,Sevilla FC
Lucas Vázquez,Lucas Vázquez Iglesias,28,1991-07-01,173,70,Spain,Real Madrid
Dani García,Daniel García Carrillo,29,1990-05-24,180,80,Spain,Athletic Club de Bilbao
M. Acuña,Marcos Javier Acuña,27,1991-10-28,172,69,Argentina,Sporting CP
Laure Santeiro,Laureano Thomas Santeiro Marre,31,1988-02-29,171,63,Brazil,Fluminense
J. Frendado,Jaime Nicolás Frendado,35,1984-02-29,181,82,Uruguay,Uruguay
S. Ardero,Saúl Marcelo Ardero,31,1988-02-29,171,63,Uruguay,Uruguay
L. Dálves,Luis Roberto Dálves,27,1992-02-29,188,83,Uruguay,Uruguay
S. Mandíquez,Segundo Mandíquez,30,1989-03-16,188,84,Ecuador,Ecuador
João Félix,João Félix Sequeira,19,1999-11-10,181,70,Portugal,Atlético Madrid
N. Barella,Nicolò Barella,22,1997-02-07,175,68,Italy,Inter
J. Gomez,Joe Gomez,22,1997-05-23,188,77,England,Liverpool
A. Christensen,Andreas Christensen,23,1996-04-10,187,81,Denmark,Chelsea
M. Maignan,Mike Maignan,23,1995-07-03,191,89,France,LOSC Lille
Y. Tielemans,Youri Tielemans,22,1997-05-07,176,72,Belgium,Leicester City
Mario Hermoso,Mario Hermoso Canseco,24,1995-06-18,184,75,Spain,Atlético Madrid
Carlos Soler,Carlos Soler Barragán,22,1997-01-02,180,76,Spain,Valencia CF
M. Caldara,Mattia Caldara,25,1994-05-05,187,80,Italy,Milan
H. Winks,Harry Winks,23,1996-02-02,176,74,England,Tottenham Hotspur
K. Piątek,Krzysztof Piątek,24,1995-07-01,183,77,Poland,Milan
Diogo Jota,Diogo José Teixeira da Silva,22,1996-12-04,178,73,Portugal,Wolverhampton Wanderers
Marcos Llorente,Marcos Llorente Moreno,24,1995-01-30,184,74,Spain,Atlético Madrid
F. Mendy,Ferland Mendy,24,1995-06-08,180,73,France,Real Madrid
Melendo,Óscar Melendo Jiménez,21,1997-08-23,167,63,Spain,RCD Espanyol
Rúben Dias,Rúben Alves Dias,22,1997-05-14,186,82,Portugal,SL Benfica
D. Livaković,Dominik Livaković,23,1995-09-02,187,79,Croatia,Dinamo Zagreb
Héctor Bellerín,Héctor Bellerín Moruno,24,1995-03-19,178,74,Spain,Arsenal
B. Mendy,Benjamin Mendy,24,1994-07-17,185,85,France,Manchester City
M. Dembélé,Moussa Dembélé,22,1996-07-12,183,74,France,Olympique Lyonnais
O. Vlachodimos,Odisseas Vlachodimos,25,1994-04-26,188,77,Greece,SL Benfica
Santi Mina,Santiago Mina Lorenzo,23,1995-12-07,181,77,Spain,RC Celta
Rony Lopes,Marcos Paulo Mesquita Lopes,23,1995-12-28,174,68,Portugal,Sevilla FC
J. Correa,Joaquín Correa,24,1994-08-13,188,77,Argentina,Lazio
T. Bakayoko,Tiémoué Bakayoko,24,1994-08-17,189,85,France,Chelsea
M. Eggestein,Maximilian Eggestein,22,1996-12-08,181,75,Germany,SV Werder Bremen
Odriozola,Álvaro Odriozola Arzalluz,23,1995-12-14,176,66,Spain,Real Madrid
M. Gómez,Maximiliano Gómez,22,1996-08-14,186,84,Uruguay,Valencia CF
Sergi Darder,Sergi Darder Moll,25,1993-12-22,180,71,Spain,RCD Espanyol
K. Zouma,Kurt Happy Zouma,24,1994-10-27,190,96,France,Chelsea
L. Paredes,Leandro Paredes,25,1994-06-29,180,75,Argentina,Paris Saint-Germain
N. Aké,Nathan Aké,24,1995-02-18,180,75,Netherlands,Bournemouth
E. Hysaj,Elseid Hysaj,25,1994-02-02,182,70,Albania,Napoli
André Gomes,André Filipe Tavares Gomes,25,1993-07-30,188,84,Portugal,Everton
K. Baldé,Keita Baldé,24,1995-03-08,181,80,Senegal,AS Monaco
J. Weigl,Julian Weigl,23,1995-09-08,186,72,Germany,Borussia Dortmund
V. Rongier,Valentin Rongier,24,1994-12-07,172,70,France,FC Nantes
Yeray,Yeray Álvarez López,24,1995-01-24,183,78,Spain,Athletic Club de Bilbao
Loren,Lorenzo Morón García,25,1993-12-30,188,82,Spain,Real Betis
R. Rodríguez,Ricardo Rodríguez,26,1992-08-25,180,77,Switzerland,Milan
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,25,1993-08-15,175,70,England,Liverpool
Campaña,José Ángel Gómez Campaña,26,1993-05-31,179,70,Spain,Levante UD
A. Mandi,Aïssa Mandi,27,1991-10-22,184,78,Algeria,Real Betis
Deulofeu,Gerard Deulofeu Lázaro,25,1994-03-13,177,73,Spain,Watford
Bernat,Juan Bernat Velasco,26,1993-03-01,170,67,Spain,Paris Saint-Germain
E. Andrada,Esteban Andrada,28,1991-01-26,194,81,Argentina,Boca Juniors
M. Keane,Michael Keane,26,1993-01-11,191,82,England,Everton
J. Quintero,Juan Fernando Quintero,26,1993-01-18,168,67,Colombia,River Plate
Samu Castillejo,Samuel Castillejo Azuaga,24,1995-01-18,182,67,Spain,Milan
W. Benítez,Walter Benítez,26,1993-01-19,191,91,Argentina,OGC Nice
A. Rebić,Ante Rebić,25,1993-09-21,185,78,Croatia,Eintracht Frankfurt
E. Bailly,Eric Bailly,25,1994-04-12,186,77,Ivory Coast,Manchester United
M. Almirón,Miguel Almirón,25,1994-02-10,174,63,Paraguay,Newcastle United
M. Lazzari,Manuel Lazzari,25,1993-11-29,174,67,Italy,Lazio
M. Lanzini,Manuel Lanzini,26,1993-02-15,167,59,Argentina,West Ham United
J. Zoet,Jeroen Zoet,28,1991-01-06,189,88,Netherlands,PSV
M. Ryan,Mathew Ryan,27,1992-04-08,184,82,Australia,Brighton & Hove Albion
Sergi Gómez,Sergi Gómez Solà,27,1992-03-28,185,80,Spain,Sevilla FC
H. Vanaken,Hans Vanaken,26,1992-08-24,195,80,Belgium,Club Brugge KV
M. Hinteregger,Martin Hinteregger,26,1992-09-07,184,83,Austria,Eintracht Frankfurt
M. Nastasić,Matija Nastasić,26,1993-03-28,188,83,Serbia,FC Schalke 04
Gabriel,Gabriel Appelt Pires,25,1993-09-18,187,82,Brazil,SL Benfica
C. Wilson,Callum Wilson,27,1992-02-27,180,66,England,Bournemouth
J. Guilavogui,Josuha Guilavogui,28,1990-09-19,188,77,France,VfL Wolfsburg
D. Klaassen,Davy Klaassen,26,1993-02-21,179,70,Netherlands,SV Werder Bremen
P. Kadeřábek,Pavel Kadeřábek,27,1992-04-25,182,81,Czech Republic,TSG 1899 Hoffenheim
C. Kramer,Christoph Kramer,28,1991-02-19,191,76,Germany,Borussia Mönchengladbach
Iñigo Martínez,Íñigo Martínez Berridi,28,1991-05-17,182,77,Spain,Athletic Club de Bilbao
Portu,Cristian Portugués Manzanera,27,1992-05-21,178,70,Spain,Real Sociedad
Manu Trigueros,Manuel Trigueros Muñoz,27,1991-10-17,178,75,Spain,Villarreal CF
H. Çalhanoğlu,Hakan Çalhanoğlu,25,1994-02-08,178,76,Turkey,Milan
M. Dabbur,Moanes Dabour,27,1992-05-14,182,76,Israel,Sevilla FC
M. Halstenberg,Marcel Halstenberg,27,1991-09-27,187,82,Germany,RB Leipzig
M. Vecino,Matias Vecino,27,1991-08-24,187,81,Uruguay,Inter
M. Dúbravka,Martin Dúbravka,30,1989-01-15,190,80,Slovakia,Newcastle United
M. Dmitrović,Marko Dmitrović,27,1992-01-24,194,94,Serbia,SD Eibar
Joaquín,Joaquín Sánchez Rodríguez,37,1981-07-21,179,75,Spain,Real Betis
W. Rooney,Wayne Mark Rooney,33,1985-10-24,176,83,England,DC United
Moyá,Miguel Ángel Moyá Rumbo,35,1984-04-02,188,83,Spain,Real Sociedad
Nani,Luís Carlos Almeida da Cunha,32,1986-11-17,177,70,Portugal,Orlando City SC
J. Mascherano,Javier Alejandro Mascherano,35,1984-06-08,174,73,Argentina,Hebei China Fortune FC
Diego López,Diego López Rodríguez,37,1981-11-03,196,89,Spain,RCD Espanyol
I. Akinfeev,Igor Akinfeev,33,1986-04-08,186,78,Russia,PFC CSKA Moscow
A. Gignac,André-Pierre Gignac,33,1985-12-05,187,91,France,Tigres U.A.N.L.
Jorge Molina,Jorge Molina Vidal,37,1982-04-22,188,72,Spain,Getafe CF
B. Costil,Benoît Costil,31,1987-07-03,187,88,France,FC Girondins de Bordeaux
L. Perrin,Loïc Perrin,33,1985-08-07,181,80,France,AS Saint-Étienne
B. Foster,Ben Foster,36,1983-04-03,193,90,England,Watford
T. Heaton,Tom Heaton,33,1986-04-15,187,92,England,Aston Villa
S. Mandanda,Steve Mandanda,34,1985-03-28,185,80,France,Olympique de Marseille
Charles,Charles Dias De Oliveira,35,1984-04-04,179,76,Brazil,SD Eibar
S. Radu,Ştefan Daniel Radu,32,1986-10-22,183,79,Romania,Lazio
D. Rose,Danny Rose,28,1990-07-02,174,76,England,Tottenham Hotspur
E. Lamela,Erik Lamela,27,1992-03-04,184,80,Argentina,Tottenham Hotspur
Raúl García,Raúl García Escudero,32,1986-07-11,184,83,Spain,Athletic Club de Bilbao
Naldo,Ronaldo  Aparecido Rodrigues,36,1982-09-10,198,91,Brazil,AS Monaco
D. Wass,Daniel Wass,30,1989-05-31,181,74,Denmark,Valencia CF
S. Romero,Sergio Germán Romero,32,1987-02-22,192,86,Argentina,Manchester United
Pedro León,Pedro León Sánchez Gil,32,1986-11-24,183,73,Spain,SD Eibar
I. Piatti,Ignacio Piatti,34,1985-02-04,180,76,Argentina,Montreal Impact
D. Ospina,David Ospina Ramírez,30,1988-08-31,183,80,Colombia,Napoli
M. Díaz,Marcelo Alfonso Díaz Rojas,32,1986-12-30,166,63,Chile,Racing Club
M. Valbuena,Mathieu Valbuena,34,1984-09-28,165,63,France,Olympiacos CFP
L. Bender,Lars Bender,30,1989-04-27,185,81,Germany,Bayer 04 Leverkusen
S. Bender,Sven Bender,30,1989-04-27,186,81,Germany,Bayer 04 Leverkusen
E. Capoue,Etienne Capoue,30,1988-07-11,190,87,France,Watford
Antunes,Vitorino Gabriel  Pacheco Antunes,32,1987-04-01,176,70,Portugal,Getafe CF
R. Fährmann,Ralf Fährmann,30,1988-09-27,197,98,Germany,Norwich City
F. Fazio,Federico Julián Fazio,32,1987-03-17,195,85,Argentina,Roma
M. Hasebe,長谷 部誠,35,1984-01-18,180,72,Japan,Eintracht Frankfurt
Sidnei,Sidnei Rechel da Silva Júnior,29,1989-08-23,185,80,Brazil,Real Betis
D. Perotti,Diego Perotti,30,1988-07-26,179,70,Argentina,Roma
L. Pratto,Lucas David Pratto,31,1988-06-04,187,91,Argentina,River Plate
S. Feghouli,Sofiane Feghouli,29,1989-12-26,176,75,Algeria,Galatasaray SK
K. Trippier,Kieran Trippier,28,1990-09-19,173,71,England,Atlético Madrid
M. Musacchio,Mateo Pablo Musacchio,28,1990-08-26,180,73,Argentina,Milan
Y. M'Vila,Yann Gérard M'Vila,29,1990-06-29,182,80,France,AS Saint-Étienne
L. Stindl,Lars Stindl,30,1988-08-26,181,80,Germany,Borussia Mönchengladbach
F. Smolov,Fyodor Smolov,29,1990-02-09,187,80,Russia,Lokomotiv Moscow
S. Nzonzi,Steven N'Kemboanza Mike Christopher Nzonzi,30,1988-12-15,196,75,France,Galatasaray SK
F. Coquelin,Francis Coquelin,28,1991-05-13,177,74,France,Valencia CF
Hulk,Givanildo Vieira de Souza,32,1986-07-25,179,92,Brazil,Shanghai SIPG FC
K. Strootman,Kevin Strootman,29,1990-02-13,186,80,Netherlands,Olympique de Marseille
C. Smalling,Chris Smalling,29,1989-11-22,194,81,England,Manchester United
K. Glik,Kamil Glik,31,1988-02-03,190,80,Poland,AS Monaco
E. Salvio,Eduardo Antonio Salvio,28,1990-07-13,172,66,Argentina,Boca Juniors
D. Subašić,Danijel Subašić,34,1984-10-27,191,84,Croatia,AS Monaco
K. Vogt,Kevin Vogt,27,1991-09-23,194,85,Germany,TSG 1899 Hoffenheim
R. Pereyra,Roberto Pereyra,28,1991-01-07,182,77,Argentina,Watford
Y. Belhanda,Younès Belhanda,29,1990-02-25,179,75,Morocco,Galatasaray SK
Sergi Enrich,Sergio Enrich Ametller,29,1990-02-26,181,77,Spain,SD Eibar
D. Lovren,Dejan Lovren,29,1989-07-05,188,84,Croatia,Liverpool
S. Verdi,Simone Verdi,26,1992-07-12,171,61,Italy,Napoli
L. Muriel,Luis Fernando Muriel Fruto,28,1991-04-16,179,79,Colombia,Atalanta
D. Vida,Domagoj Vida,30,1989-04-29,184,76,Croatia,Beşiktaş JK
Ibai Gómez,Ibai Gómez Pérez,29,1989-11-11,177,72,Spain,Athletic Club de Bilbao
S. Berghuis,Steven Berghuis,27,1991-12-19,182,75,Netherlands,Feyenoord
Cristian Tello,Cristian Tello Herrera,27,1991-08-19,178,65,Spain,Real Betis
Ismaily,Ismaily Gonçalves dos S.,29,1990-01-11,177,78,Brazil,Shakhtar Donetsk
F. Ghoulam,Faouzi Ghoulam,28,1991-02-01,184,80,Algeria,Napoli
S. Sané,Salif Sané,28,1990-08-25,196,85,Senegal,FC Schalke 04
S. Zaza,Simone Zaza,28,1991-06-25,186,84,Italy,Torino
S. Vrsaljko,Šime Vrsaljko,27,1992-01-10,181,76,Croatia,Atlético Madrid
Pozuelo,Alejandro Pozuelo Melero,27,1991-09-20,170,73,Spain,Toronto FC
R. Jiménez,Raúl Alonso Jiménez Rodríguez,28,1991-05-05,188,81,Mexico,Wolverhampton Wanderers
Bernard,Bernard  Anício Caldeira Duarte,26,1992-09-08,164,60,Brazil,Everton
T. Stepanenko,Taras Stepanenko,29,1989-08-08,181,76,Ukraine,Shakhtar Donetsk
F. Armani,Franco Armani,32,1986-10-16,189,88,Argentina,River Plate
I. Marcone,Iván Marcone,29,1990-06-03,183,83,Argentina,Boca Juniors
Jony,Jonathan Rodríguez Menéndez,27,1991-07-09,179,76,Spain,Lazio
Mata,Jaime Mata Arnaiz,30,1988-10-24,185,79,Spain,Getafe CF
M. Marega,Moussa Marega,28,1991-04-14,186,83,Mali,FC Porto
Everton Andrão,Everton Jorge Andrade Zanon,35,1984-02-29,177,75,Brazil,Fluminense
Welington Dano,Welington Kauê Dano Nascimento,31,1988-02-29,178,69,Brazil,Cruzeiro
J. Serendero,Jorge Ezequiel Serendero,31,1988-02-29,190,85,Uruguay,Uruguay
M. Baldona,Matías David Baldona,35,1984-02-29,177,75,Uruguay,Uruguay
M. Nérez,Mauro Evidio Nérez,31,1988-02-29,178,69,Uruguay,Uruguay
Vinícius Jr.,Vinícius José de Oliveira Júnior,18,2000-07-12,176,73,Brazil,Real Madrid
R. Bentancur,Rodrigo Bentancur Colmán,22,1997-06-25,187,72,Uruguay,Juventus
Lucas Paquetá,Lucas Tolentino Coelho de Lima,21,1997-08-27,180,72,Brazil,Milan
A. Wan-Bissaka,Aaron Wan-Bissaka,21,1997-11-26,183,72,England,Manchester United
A. Lafont,Alban Lafont,20,1999-01-23,193,82,France,FC Nantes
I. Konaté,Ibrahima Konaté,20,1999-05-25,192,93,France,RB Leipzig
Merino,Mikel Merino Zazón,23,1996-06-22,186,83,Spain,Real Sociedad
S. Berge,Sander Berge,21,1998-02-18,195,94,Norway,KRC Genk
L. Pellegrini,Lorenzo Pellegrini,23,1996-06-19,186,77,Italy,Roma
F. Chiesa,Federico Chiesa,21,1997-10-25,175,70,Italy,Fiorentina
Dani Olmo,Daniel Olmo Carvajal,21,1998-05-07,179,72,Spain,Dinamo Zagreb
R. Zobnin,Roman Zobnin,25,1994-02-11,182,75,Russia,Spartak Moscow
A. Saint-Maximin,Allan Saint-Maximin,22,1997-03-12,173,67,France,Newcastle United
C. Pavón,Cristian David Pavón,23,1996-01-21,174,78,Argentina,LA Galaxy
T. Kehrer,Thilo Kehrer,22,1996-09-21,186,76,Germany,Paris Saint-Germain
C. Pulisic,Christian Pulisic,20,1998-09-18,177,69,United States,Chelsea
F. Kessié,Franck Yannick Kessié,22,1996-12-19,183,76,Ivory Coast,Milan
A. Hakimi,Achraf Hakimi Mouh,20,1998-11-04,181,73,Morocco,Borussia Dortmund
D. Samassékou,Diadie Samassékou,23,1996-01-11,177,68,Mali,TSG 1899 Hoffenheim
Marc Roca,Marc Roca Junqué,22,1996-11-26,184,74,Spain,RCD Espanyol
D. Zagadou,Dan-Axel Zagadou,20,1999-06-03,196,90,France,Borussia Dortmund
V. Tsygankov,Viktor Tsygankov,21,1997-11-15,177,69,Ukraine,Dynamo Kyiv
De Tomás,Raúl de Tomás Gómez,24,1994-10-17,180,72,Spain,SL Benfica
R. Loftus-Cheek,Ruben Loftus-Cheek,23,1996-01-23,191,88,England,Chelsea
S. Lobotka,Stanislav Lobotka,24,1994-11-25,170,64,Slovakia,RC Celta
J. Denayer,Jason Denayer,24,1995-06-28,184,80,Belgium,Olympique Lyonnais
L. Klostermann,Lukas Klostermann,23,1996-06-03,189,83,Germany,RB Leipzig
A. Golovin,Alexandr Golovin,23,1996-05-30,180,69,Russia,AS Monaco
A. Diallo,Abdou Diallo,23,1996-05-04,186,79,France,Paris Saint-Germain
B. Pavard,Benjamin Pavard,23,1996-03-28,186,76,France,FC Bayern München
M. Rashica,Milot Rashica,23,1996-06-28,177,73,Kosovo,SV Werder Bremen
B. Chilwell,Ben Chilwell,22,1996-12-21,178,77,England,Leicester City
Wesley,Wesley Moraes Ferreira da Silva,22,1996-11-26,191,94,Brazil,Aston Villa
T. Souček,Tomáš Souček,24,1995-02-27,192,86,Czech Republic,SK Slavia Praha
Junior Firpo,Héctor Junior Firpo Adamés,22,1996-08-22,184,78,Spain,FC Barcelona
J. Ward-Prowse,James  Ward-Prowse,24,1994-11-01,173,66,England,Southampton
A. Januzaj,Adnan Januzaj,24,1995-02-05,186,76,Belgium,Real Sociedad
Otávio,Otávio Edmilson da Silva Monteiro,24,1995-02-09,172,71,Brazil,FC Porto
N. Stark,Niklas Stark,24,1995-04-14,190,88,Germany,Hertha BSC
A. Iwobi,Alex Iwobi,23,1996-05-03,185,75,Nigeria,Everton
J. Gbamin,Jean-Philippe Gbamin,23,1995-09-25,186,83,Ivory Coast,Everton
Munir,Munir El Haddadi,23,1995-09-01,175,69,Spain,Sevilla FC
Angeliño,José Ángel Esmoris Tasende,22,1997-01-04,175,69,Spain,Manchester City
J. Maddison,James Maddison,22,1996-11-23,175,73,England,Leicester City
André Silva,André Miguel Valente da Silva,23,1995-11-06,185,79,Portugal,Milan
Richarlison,Richarlison de Andrade,22,1997-05-10,181,71,Brazil,Everton
S. Nakajima,中島 翔哉,24,1994-08-23,164,64,Japan,FC Porto
